Kingdom	Supergroup	Division	Class	Order	Family	Genus	Species
Eukaryota	Opisthokonta	Metazoa	Mollusca	Gastropoda	Heterobranchia	Berthella	Berthella_martensi
Eukaryota	Rhizaria	Radiolaria	Acantharea	Acantharea_X	Acantharea_XX	Acantharea_XXX	Acantharea_XXX_sp.
Eukaryota	Stramenopiles	Stramenopiles_X	Stramenopiles_XX	Stramenopiles_XXX	Stramenopiles_XXXX	Stramenopiles_XXXXX	Stramenopiles_XXXXX_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-29	Dino-Group-II-Clade-29_X	Dino-Group-II-Clade-29_X_sp.
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Scuticociliatia	Scuticociliatia_X	Myxophyllum	Myxophyllum_magnum
Eukaryota	Alveolata	Dinophyta	Dinophyceae	Suessiales	Suessiales_X	Symbiodinium	Symbiodinium_meandrinae
Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II_X	Dino-Group-II_XX	Dino-Group-II_XX_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-7	Dino-Group-II-Clade-7_X	Dino-Group-II-Clade-7_X_sp.
Eukaryota	Alveolata	Apicomplexa	Apicomplexa_X	Gregarines	Gregarines_X	Lecudina	Lecudina_longissima
Eukaryota	Hacrobia	Katablepharidophyta	Katablepharidaceae	Katablepharidales	Katablepharidales_X	Katablepharidales_XX	Katablepharidales_XX_sp.
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Hexapoda	Insecta	Cybister	Cybister_fimbriolatus
Eukaryota	Stramenopiles	Ochrophyta	Bolidophyceae	Parmales	Triparmaceae	Triparma	Triparma_sp.
Eukaryota	Stramenopiles	Stramenopiles_X	Oomycota	Oomycota_X	Oomycota_XX	Oomycota_XXX	Oomycota_XXX_sp.
Eukaryota	Alveolata	Dinophyta	Dinophyceae	Dinophysiales	Dinophysaceae_Oxyphysaceae	Dinophysis	Dinophysis_acuta
Eukaryota	Alveolata	Dinophyta	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Heterocapsa	Heterocapsa_nei/rotundata
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Stephanodiscus	Stephanodiscus_binderanus
Eukaryota	Rhizaria	Cercozoa	Filosa-Chlorarachnea	Filosa-Chlorarachnea_X	LC104-lineage	LC104-lineage_X	LC104-lineage_X_sp.
Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinella	Pedinella_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-IV	Dino-Group-IV-Hematodinium-Group	Hematodinium	Hematodinium_perezi
Eukaryota	Stramenopiles	Stramenopiles_X	MAST	MAST-8	MAST-8D	MAST-8D_X	MAST-8D_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-17	Dino-Group-II-Clade-17_X	Dino-Group-II-Clade-17_X_sp.
Eukaryota	Alveolata	Dinophyta	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Tintinnophagus	Tintinnophagus_acutus
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-5	Dino-Group-I-Clade-5_X	Dino-Group-I-Clade-5_X_sp.
Eukaryota	Stramenopiles	Stramenopiles_X	MOCH	MOCH-2	MOCH-2_X	MOCH-2_XX	MOCH-2_XX_sp.
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Ostracoda	Cytheropteron	Cytheropteron_subuchioi
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Scuticociliatia	Orchitophryidae	Mesanophrys	Mesanophrys_carcini
Eukaryota	Alveolata	Ciliophora	Litostomatea	Litostomatea_X	Litostomatea_XX	Litostomatea_XXX	Litostomatea_XXX_sp.
Eukaryota	Stramenopiles	Stramenopiles_X	Stramenopiles_XX	Stramenopiles_XXX	Stramenopiles_XXXX	Stramenopiles_XXXXX	Stramenopiles_XXXXX_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-5	Dino-Group-II-Clade-5_X	Dino-Group-II-Clade-5_X_sp.
Eukaryota	Stramenopiles	Stramenopiles_X	Stramenopiles_XX	Stramenopiles_XXX	Stramenopiles_XXXX	Stramenopiles_XXXXX	Stramenopiles_XXXXX_sp.
Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade_B2	Oikomonas	Oikomonas_sp.
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Scuticociliatia	Scuticociliatia_X	Myxophyllum	Myxophyllum_magnum
Eukaryota	Stramenopiles	Stramenopiles_X	Stramenopiles_X-Group-7	Stramenopiles_X-Group-7_X	Stramenopiles_X-Group-7_XX	Stramenopiles_X-Group-7_XXX	Stramenopiles_X-Group-7_XXX_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-7	Dino-Group-II-Clade-7_X	Dino-Group-II-Clade-7_X_sp.
Eukaryota	Stramenopiles	Stramenopiles_X	MAST	MAST-9	MAST-9A	MAST-9A_X	MAST-9A_X_sp.
Eukaryota	Alveolata	Ciliophora	Phyllopharyngea	Cyrtophoria	Chlamydodontidae	Chlamydodon	Chlamydodon_sp.
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pleurosigma	Pleurosigma_intermedium
Eukaryota	Stramenopiles	Stramenopiles_X	MAST	MAST-3	MAST-3C	MAST-3C_X	MAST-3C_X_sp.
Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-H	Chrysophyceae_Clade-H_X	Chrysophyceae_Clade-H_X_sp.
Eukaryota	Rhizaria	Radiolaria	Acantharea	Acantharea_X	Acantharea_XX	Acantharea_XXX	Acantharea_XXX_sp.
Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Citrullus	Citrullus_lanatus
Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-D	Chrysophyceae_Clade-D_X	Chrysophyceae_Clade-D_X_sp.
Eukaryota	Stramenopiles	Stramenopiles_X	Stramenopiles_X-Group-2	Stramenopiles_X-Group-2_X	Stramenopiles_X-Group-2_XX	Stramenopiles_X-Group-2_XXX	Stramenopiles_X-Group-2_XXX_sp.
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Tintinnida	TIN_03	TIN_03_X	TIN_03_X_sp.
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Hexapoda	Insecta	Lycoriella	Lycoriella_castanescens
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-5	Dino-Group-II-Clade-5_X	Dino-Group-II-Clade-5_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-5	Dino-Group-II-Clade-5_X	Dino-Group-II-Clade-5_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-1	Dino-Group-I-Clade-1_X	Dino-Group-I-Clade-1_X_sp.
Eukaryota	Opisthokonta	Fungi	Chytridiomycota	Chytridiomycotina	Chytridiomycotina_X	Chytridiomycotina_XX	Chytridiomycotina_XX_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-29	Dino-Group-II-Clade-29_X	Dino-Group-II-Clade-29_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-III	Dino-Group-III_X	Dino-Group-III_XX	Dino-Group-III_XX_sp.
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa	Protaspa_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-10-and-11	Dino-Group-II-Clade-10-and-11_X	Dino-Group-II-Clade-10-and-11_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-4	Dino-Group-II-Clade-4_X	Dino-Group-II-Clade-4_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-4	Dino-Group-II-Clade-4_X	Dino-Group-II-Clade-4_X_sp.
Eukaryota	Stramenopiles	Stramenopiles_X	Pirsonia_Clade	Pirsonia_Clade_X	Pirsonia_Clade_XX	Pirsonia_Clade__XXX	Pirsonia_Clade__XXX_sp.
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Hexapoda	Insecta	Stephostethus	Stephostethus_liratus
Eukaryota	Stramenopiles	Stramenopiles_X	MAST	MAST-13	MAST-13_X	MAST-13_XX	MAST-13_XX_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-10-and-11	Dino-Group-II-Clade-10-and-11_X	Dino-Group-II-Clade-10-and-11_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-4	Dino-Group-I-Clade-4_X	Dino-Group-I-Clade-4_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-1	Dino-Group-II-Clade-1_X	Dino-Group-II-Clade-1_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-1	Dino-Group-II-Clade-1_X	Dino-Group-II-Clade-1_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-3	Dino-Group-II-Clade-3_X	Dino-Group-II-Clade-3_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-1	Dino-Group-II-Clade-1_X	Dino-Group-II-Clade-1_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-44	Dino-Group-II-Clade-44_X	Dino-Group-II-Clade-44_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-42	Dino-Group-II-Clade-42_X	Dino-Group-II-Clade-42_X_sp.
Eukaryota	Stramenopiles	Ochrophyta	Bolidophyceae	Parmales	Parmales_env_2	Parmales_env_2_X	Parmales_env_2_X_sp.
Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Monosigidae_Group_B	Monosigidae_Group_B_X	Monosigidae_Group_B_X_sp.
Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-1	Dino-Group-II-Clade-1_X	Dino-Group-II-Clade-1_X_sp.
Eukaryota	Stramenopiles	Stramenopiles_X	Labyrinthulea	Labyrinthulales	Labyrinthulaceae	Labyrinthulaceae_X	Labyrinthulaceae_X_sp.
